status,title,content,fact,references,tanggal,conclusion
Salah,Anak Balita Ditinggal Sendiri di Pinggir Jalan Karena Bapaknya Tenggelam di Jembatan Suramadu,Beredar sebuah video berdurasi 16 detik di media sosial yang memperlihatkan seorang anak kecil duduk sendirian di atas sepeda motor yang berlokasi sebelum masuk Jembatan Suramadu arah Surabaya-Madura. Dalam video tersebut terdapat klaim bahwa ayah dari anak tersebut meninggal tenggelam setelah melompat dari Jembatan Suramadu dan meninggalkan anaknya sendirian di pinggir jalan.,"Berdasarkan hasil penelusuran, AKP Farida Aryani, Kanit PJR VIII Jatim mengatakan video yang diduga bunuh diri tersebut tidak benar atau hoax.

“ Orang tua dari anak ini bukan bunuh diri tapi anaknya ditinggal di pinggir jalan karena mengambil barang yang tertinggal. Melihat ada anak kecil sendirian di tinggal di sepeda motor banyak warga yang berhenti untuk sekedar bertanya kepada anak tersebut,’’ Katanya saat On Air di Dinamika Madura Radio Karimata pada Rabu (31/08/2022) malam.

Dalam video terlihat para pengendara yang berhenti menanyakan keberadaan orang tuanya karena sendirian di pinggir jalan. Namun anak tersebut terdiam dan kebingungan. Sementara, nama dan alamat masih dalam pencarian karena saat petugas ke lokasi sudah tidak ada di tempat.

“ Menurut salah satu pedagang yang ada di sekitar lokasi, anak ini ditinggal karena ada barang yang tertinggal. Tetapi beberapa saat kemudian bapak dari anak ini datang dan mereka langsung pergi lagi dengan motornya,’’ Pungkasnya.","https://www.karimatafm.com/berita-utama/5311-hoax-bapak-tinggalkan-anak-sendirian-di-jembatan-suramadu-karena-bunuh-diri.html

https://jateng.tribunnews.com/2022/09/01/viral-anak-kecil-ditemukan-sendiri-di-jembatan-suramadu-dikira-ditinggal-bunuh-diri-ini-faktanya",2022-09-03,"Informasi yang menyesatkan. AKP Farida Aryani, Kanit PJR VIII Jatim mengatakan video yang diduga bunuh diri tersebut tidak benar atau hoax. Orang tua dari anak ini bukan bunuh diri tapi anaknya ditinggal di pinggir jalan karena mengambil barang yang tertinggal, tetapi beberapa saat kemudian bapak dari anak ini datang dan mereka langsung pergi lagi dengan motornya."
Salah,Elon Musk Mengaktifkan Kembali Twitter Donald Trump,Unggahan di Facebook membagikan tangkapan layar twitter yang menunjukkan tweet dari akun Donald Trump (@realDonaldTrump) yang berterima kasih kepada Elon Musk karena mengizinkannya bergabung kembali dengan Twitter. Dalam tangkapan layar tersebut terlihat Donald Trump mengunggah tweet pada tanggal 15 April 2022. Tangkapan layar yang disebar ulang di Facebook tersebut mendapatkan atensi cukup tinggi dengan total komentar 180+.,"Setelah ditelusuri informasi tersebut salah. Faktanya, dilansir dari AFP, seorang juru bicara Twitter mengatakan bahwa akun lama Trump tidak dapat digunakan pada 14 dan 15 April dan sampai saat ini Trump masih dilarang menggunakan Twitter “Akun yang dirujuk telah dan tetap ditangguhkan secara permanen,” kata juru bicara Twitter.

Diketahui akun pribadi mantan presiden Amerika Serikat tersebut telah ditangguhkan secara permanen setelah serangan US Capitol, 6 Januari 2021.

Lebih lanjut, dalam tweet yang beredar Trump menunjukkan rasa terima kasih kepada Elon Musk karena telah membiarkannya kembali. Namun, dilansir dari AFP, Musk saat ini hanya memegang 9% saham Twitter dan tidak memiliki kemampuan untuk memulihkan akun Trump, seperti yang diklaim tweet tersebut.

Dengan demikian, tangkapan tweet Donald Trump dan klaim bahwa Elon Musk mengaktifkan kembali akun Twitternya adalah informasi yang keliru dan termasuk ke dalam kategori konten palsu.","https://factcheck.afp.com/doc.afp.com.328K62J
https://checkyourfact.com/2022/04/18/fact-check-donald-trump-tweet-elon-musk-twitter/
https://www.usatoday.com/story/news/factcheck/2022/04/21/fact-check-elon-musk-didnt-reinstate-trumps-twitter-account/7371577001/
https://leadstories.com/hoax-alert/2022/04/fact-check-trump-did-not-post-tweet-thanking-elon-musk-for-bringing-him-back-to-twitter.html",2022-04-29,"Hasil periksa fakta Fathia IS.

Informasi tersebut keliru. Faktanya, sampai saat ini akun Donald Trump masih ditangguhkan."
Salah,HAARP Digunakan untuk Mengendalikan Badai Salju yang Menggagalkan Kampanye Donald Trump di Kaukus Iowa,"Is the Deep State activating HAARP to disrupt the Iowa Caucus? We all know @NikkiHaley has a lot of friends in the defense industry and Military industrial complex. Shes losing in Iowa, and now Iowa is set to get hit with a ONCE IN A DECADE blizzard as Donald Trump is set to dominate the Iowa Caucus. Is the Deep State using HAARP to rig the Iowa Caucus? Looks like weather manipulation to me. Take a look at this weather radar below and how the incoming snow storm accelerated out of nowhere. Terjemahan: Apakah Deep State mengaktifkan HAARP untuk mengganggu Kaukus Iowa? Kita semua tahu @NikkiHaley mempunyai banyak teman di industri pertahanan dan kompleks industri militer. Dia kalah di Iowa, dan sekarang Iowa akan dilanda badai salju SEKALI DALAM DEKADE karena Donald Trump akan mendominasi Kaukus Iowa. Apakah Deep State menggunakan HAARP untuk mencurangi Kaukus Iowa? Sepertinya manipulasi cuaca bagi saya. Lihatlah radar cuaca di bawah ini dan bagaimana badai salju datang dengan cepat entah dari mana.","Beredar kembali informasi terkait HAARP (Program Penelitian Aurora Aktif Frekuensi Tinggi) yang dapat mengendalikan cuaca. Postingan di Twitter mengklaim bahwa akhir-akhir ini HAARP digunakan untuk mengendalikan badai salju di negara bagian Iowa saat Donald Trump ingin berkampanye pada saat Kaukus Iowa.

Namun klaim HAARP dapat mengendalikan cuaca adalah keliru. HAARP adalah program penelitian yang menggunakan pemancar frekuensi tinggi untuk mempelajar ionosfer dan proses fisik yang terjadi di wilayah paling tinggi di atmosfer. Diketahui, lapisan ionosfer memiliki fungsi untuk penyebaran gelombang radio, sehingga frekuensi tinggi dari HAARP dapat mempengaruhi lapisan tersebut.

Lapisan atmosfer yang mempengaruhi cuaca di bumi adalah troposfer dan stratosfer, dua lapisan atmosfer paling rendah di atmosfer bumi. Dilansir dari AFP, pada laman FAQ HAARP menjelaskan bahwa gelombang radio yang dipancarkan HAARP tidak diserap di kedua lapisan atmosfer yang mempengaruhi cuaca bumi tersebut. Tanpa adanya interaksi tersebut maka HAARP tidak akan mengendalikan cuaca, sehingga tidak bisa mengendalikan badai salju seperti yang diklaim pada postingan tersebut.

Ella Gilbert, ahli meteorologi di British Antarctic Survei melalui AFP mengatakan bahwa cuaca dipengaruhi oleh berbagai kondisi berbeda di atmosfer dan sering kali merupakan akibat dari kombinasi acak peristiwa cuaca. Menurutnya Gagasan bahwa teknologi dapat menyebabkan kejadian cuaca ekstrem ini tidak masuk akal. Media Amerika melaporkan bahwa badai salju di Iowa disebabkan oleh angin dari Arktik, wilayah di sekitar Kutub Utara bumi, yang mengarah ke selatan.

Dengan demikian, HAARP digunakan untuk mengendalikan badai salju yang menggagalkan kampanye Donald Trump di Kaukus Iowa adalah tidak benar dengan kategori Konten yang Menyesatkan.","https://factcheck.afp.com/doc.afp.com.34EQ8LR 
https://www.gramedia.com/literasi/lapisan-atmosfer/ 
",2024-01-29,"Hasil periksa fakta Moch. Marcellodiansyah

Faktanya HAARP adalah program inisiatif penelitian untuk mempelajari ionosfer dan proses fisik yang terjadi di wilayah paling tinggi di atmosfer. HAARP tidak memengaruhi troposfer dan stratosfer, dua tingkat atmosfer yang menghasilkan cuaca bumi, sehingga tidak digunakan untuk mengendalikan cuaca."
Salah,FIFA Tunjuk Indonesia Sebagai Tuan Rumah Piala Dunia 2040,"Indonesia Tuan Rumah Piala Dunia 2040! :scream::flag-id: Ketua Umum PSSI, Erick Thohir mengatakan jika Presiden FIFA, Gianni Infantino, meminta agar Indonesia menyiapkan diri agar bisa menjadi tuan rumah perhelatan Piala Dunia 2040. Diskusi bapak Presiden dengan Presiden FIFA, Gianni Infantino, ketika ada di G20 salah satunya Indonesia diharapkan bisa menjadi tuan rumah Piala Dunia 2040, ucap Erick Thohir Untuk itu, kita harus punya blueprint menuju 2040, apakah itu diprogram, diinfrastruktur, atau mendorong percepatan Timnas atau pembinaan secara menyeluruh, tambahnya. :camera:Tribungaruda","Sebuah akun Facebook bernama Info Bola mengunggah gambar yang memperlihatkan Ketua PSSI sekaligus Menteri BUMN, Erick Thohir tengah berfoto bersama Presiden FIFA, Gianni Infantino sambil memegang bola. Dalam narasi klaim disebutkan bahwa bos FIFA tersebut menunjuk Indonesia untuk menjadi tuan rumah Piala Dunia 2040.

Berdasarkan hasil penelusuran, merujuk pada video yang diunggah oleh kanal YouTube resmi PSSI, Erick Thohir hanya menyampaikan bahwa Presiden FIFA mengharapkan Indonesia bisa menjadi tuan rumah Piala Dunia 2040.

Namun, harapan yang disampaikan oleh Gianni Infantino kepada Presiden Jokowi itu baru sebatas pernyataan dan tidak ada penunjukkan secara resmi oleh Presiden FIFA itu.
Kabar Indonesia ditunjuk sebagai tuan rumah Piala Dunia 2040 oleh FIFA juga dibantah oleh anggota Exco PSSI Arya Sinulingga.

Menurut dia, sampai hari ini, FIFA belum ada keputusan apapun mengenai penyelenggaraan Piala Dunia 2040.

Seperti diketahui proses penunjukan tuan rumah Piala Dunia 2040 itu harus lewat bidding. Indonesia bisa saja ikut bidding agar dipercaya menjadi tuan rumah.

“Jadi sampai hari ini belum ada keputusan apapun dari FIFA mengenai penyelenggaran Piala Dunia 2040,” kata Arya dalam keterangannya kepada awak media.","https://www.pikiran-rakyat.com/cek-fakta/pr-016437639/cek-fakta-benarkah-fifa-tunjuk-indonesia-jadi-tuan-rumah-piala-dunia-2040?page=all

https://www.antaranews.com/berita/3443856/misinformasi-fifa-tunjuk-indonesia-jadi-tuan-rumah-piala-dunia-2040

https://www.bolasport.com/read/313728827/fifa-tunjuk-indonesia-jadi-tuan-rumah-piala-dunia-2040-exco-pssi-buka-suara",2023-03-24,"Informasi menyesatkan. Anggota Exco PSSI, Arya Sinulingga menjelaskan bahwa sampai saat ini tidak ada pembicaraan apapun dengan FIFA terkait tuan rumah Piala Dunia 2040."
Salah,Jokowi Jualan Kaos dan Bansos barter suara buat bocah ingusan,Akun Twitter @dokterTifa https://twitter.com/DokterTifa/status/1760868284558360787  (https://archive.ph/AQ8Qe  arsip ) mengunggah sebuah foto yang menampilkan Presiden RI Jokowi sedang berada di tengah-tengah tumpukan kaos di dalam mobil. Foto tersebut diunggah dengan narasi sebagai berikut: Pedagang asongan. Jualan Kaos dan Bansos barter suara buat bocah ingusan. Parahnya dagang pake mobil pinjaman. Pinjaman rakyat. Manusia apa bukan dia ini.,"Akun Twitter @dokterTifa mengunggah sebuah foto yang menamilkan sosok Jokowi sedang berada di Tengah-tengah tumpukan kaos di dalam mobil. Foto tersebut diunggah dengan klaim pembagian kaos gratis dari Presiden agar mendapatkan masyarakat untuk anaknya, Gibran, pada kontestasi Pemilu 2024 yang digelar pada 14 Februari lalu.

Setelah dilakukan penelusuran, ditemukan fakta bahwa foto tersebut tidak memiliki keterkaitan dengan momentum Pemilu 2024. Penelusuran identik mengarahkan kepada sebuah berita di Kompas.com dengan judul “Penampakan Mobil Jokowi Penuh Buah Tangan untuk Warga Saat Tinjau Jalan Rusak di Jambi” yang terbit pada 16 Mei 2023.

Dijelaskan dalam berita tersebut, Jokowi dan Menteri PUPR melakukan kunjungan kerja ke ruas jalan yang rusak di Jambi pada 16 Mei 2023.

Di mobil tersebut, tampak adannya buah tangan yang hendak dibagikan kepada masyarakat oleh Presiden Jokowi. Buah tangan tersebut berupa kaos berwarna hitam.

Dengan demikian, klaim bahwa foto tersebut merupakan pembagian kaos oleh Jokowi agar anaknya, Gibran, mendapatkan suara dari masyarakat pada saat Pemilu 20024, tidak benar.","(1) https://nasional.kompas.com/read/2023/05/16/21472031/penampakan-mobil-jokowi-penuh-buah-tangan-untuk-warga-saat-tinjau-jalan
(2) https://www.google.com/amp/s/www.presidenri.go.id/siaran-pers/presiden-jokowi-tinjau-kondisi-jalan-di-provinsi-jambi/amp",2024-02-26,"Faktanya tidak terkait Pemilu 2024, foto yang digunakan merupakan momentum Jokowi bersama Menteri PUPR kunjungi ruas jalan yang rusak di Provinsi Jambi pada 16 Mei 2023."
Salah,43 Buaya Lepas di Sungai Cisadane,"Pekan ini, wilayah Jabodetabek dihebohkan dengan informasi viral tentang puluhan buaya yang lepas di Sungai Cisadane. Dikatakan ada 43 buaya yang lepas. Salah satu akun Facebook yang membahas 43 buaya lepas di Sungai Cisadane adalah Muhamad Rizky Pratama. Begini narasi yang dia buat di Facebook: Hati-hati untuk yang sering mancing di Sungai Cisadane. 43 ekor buaya lepas dari penangkaran. 40 ekor buaya lepas di cisadane","Untuk mendapatkan kebenaran posting-an tersebut, Cek Fakta Liputan6.com memeriksa media sosial milik Wali Kota Tangerang, Arief R Wismansyah. Dari Instagram pribadi Wismansyah, dipastikan kalau hal tersebut hoaks.

Wismansyah memastikan isu 43 buaya lepas di Sungai Cisadane sebagai hoaks pada Rabu (4/11/2020) malam WIB. Begini bantahan hoaks sang Wali Kota Tangerang tersebut:

""43 buaya air yang diberitakan lepas ke Sungai Cisadane dipastikan hoaks ya. Terima kasih BPBD (Badan Penanggulangan Bencana Daerah) Kota Tangerang yang sudah mengantisipasi dengan menyusuri sungai.""

Bantahan tentang adanya 43 buaya yang lepas di Sungai Cisadane juga bisa dilihat di Instagram BPBD Kota Tangerang. Mereka memastikan kabar itu hoaks pada Rabu malam, satu jam sebelum ada bantahan dari Wismansyah.

""Menurut berita media online sore ini (04/11/2020), Penyidik Kehutanan Balai Konservasi Sumber Daya Alam (BKSDA) Wilayah Bogor, mengatakan di Bogor tidak ada penangkaran buaya.

Oleh karena itu, kemungkinan besar pesan berantai mengenai lepasnya 43 ekor buaya dari Bogor adalah Tidak Benar.

Tetapi kami menghimbau masyarakat yang tinggal dan beraktifitas di wilayah sungai Cisadane Kota Tangerang agar tetap waspada dan mengutamakan keselamatan.

BPBD Kota Tangerang secara rutin melakukan kegiatan pemantauan di Sungai Cisadane Kota Tangerang.

Bila ada sesuatu hal di Sungai Cisadane dapat menghubungi 112 atau BPBD Kota Tangerang secara langsung.""","https://www.instagram.com/p/CHK3DTLB00Z/

https://www.instagram.com/p/CHKwqpVB640/",2020-11-05,"Informasi yang menyebut 43 buaya lepas di Sungai Cisadane adalah hoaks karena tidak sesuai dengan fakta di lapangan.

BPBD Kota Tangerang sudah melakukan penyisiran di Sungai Cisadane pada Rabu (4/11/2020), tapi tidak menemukan satu buaya di sana."
Salah,SANDIAGA UNO AJAK KADER PPP BERGABUNG DENGAN DEMOKRAT DAN DUKUNG ANIES-AHY DI PILPRES 2024”, Live Sore Ini !! K4der P-pp Ikut K0mand0 S4ndiaga Uno D3mi Dukun9 Du3t An1es-Ahy Di Pilpres 2022,"Sebuah akun Facebook dengan nama pengguna “Perspektif” mengunggah video dengan narasi bahwa Sandiaga Uno ajak kader PPP bergabung dengan Demokrat dan dukung Anies-AHY dipilpres 2024.

Setelah melakukan penelusuran, thumbnail video tersebut merupakan hasil editan dan isi video tersebut adalah potongan video dari peristiwa yang tidak berkaitan.

Narator dalam video hanya membacakan salah satu artikel milik Suara.com dengan judul “Menilik Kemungkinan Duet Anies dan AHY Usai Pertemuan di Pacitan”.

Salah satu cuplikan video identik memperlihatkan sosok Sandiaga Uno yang sedang berpidato, potongan video tersebut sama dengan unggahan akun Youtube milik
Official iNews dengan judul “Video Full Sandiaga Uno Sampaikan Pidatonya Dalam Acara Pesan Persatuan Jakarta”.

Saat ini terdapat tiga nama yang digadang-gadang menjadi bakal calon presiden, yakni Anies Baswedan, Prabowo Subianto, dan Ganjar Pranowo, tetapi belum ada informasi valid siapa yang akan menjadi bakal cawapres Anies dipilpres 2024 nanti.

Berdasarkan penjelasan di atas klaim bahwa andiaga Uno ajak kader PPP bergabung dengan Demokrat dan dukung Anies-AHY dipilpres 2024 adalah salah dan masuk kategori konten yang menyesatkan.","https://www.suara.com/kotaksuara/2023/06/03/091207/menilik-kemungkinan-duet-anies-dan-ahy-usai-pertemuan-di-pacitan
https://www.youtube.com/watch?v=eIel3Ue9lXE",2023-07-15,"Hasil periksa fakta Yudho Ardi

Informasi menyesatkan. Judul dan isi video tidak sesuai dan narator dalam video tersebut tidak berkaitan. Dalam video tersebut sama sekali tidak ditemukan informasi bahwa Sandiaga Uno ajak kader PPP bergabung dengan Demokrat dan dukung Anies-AHY dipilpres 2024."
Salah,DENY JA : HASIL SURVEY LSI PEMILIH ISLAM MAYORITAS PILIH PASANGAN AMIN,"Beredar di Whatsapp Grup (WAG) sebuah pesan berantai dengan narasi berikut: DENY JA : HASIL SURVEY LSI PEMILIH ISLAM MAYORITAS PILIH PASANGAN AMIN YANG MENGAKU ISLAM DAN MUSLIM WAJIB MEMBACA INI DAN WAJIB HUKUMNYA MEMILIH PASANGAN AMIN…AGAR TERHINDAR DARI HUKUM SUBHAT DAN MUDHAROT Dukungan Muhamadiah full se Indonesia Kepada Pasangan Amin DR Anies Baswedan dan DR Muhaimin Iskandar membuat pasangan Amin bisa memenangkan pilpres 2024 satu putaran begitu pula hasil Survey terbaru yang dibuat PKB ditukangi Kang Eep Saifullah Para Tokoh Pimpinan Pusat Nasional Muhamadiah menyatakan Muhamadiah mengutamakan  capres halal atas masukan pertimbangan hukum Dewan Tarjih atau Dewan Fatwa dan hukum Ormas Besar Muhamnadiah, yaitu Capres yang paling sesuai dgn nilai nilai luhur tradisi akhlak etika spiritual karakter Islami dan perhatian kepada umat pribumi  Muslim mayoritas nenurut pandangan Study pendekatan berbagai cabang keilmuan aqli dan naqli.nash dan penelitian kritis Memang kalau dilihat pembicaraan banyak  orang seperti Yenni Wahid sangat tidak ilmiah dan tidak masuk akal sehat .Yenny mengklaim Kyai NU mayoritas memilih prabowo.Jelas jelas DR Muhaimin 20 tahun jadi ketum PKB partai milik kyai yg didalamnya bahkan duduk sebagai pembinanya para Kyai besar NU seperti ketum NU Prof Agil Shiraz dan jadi teamses DR Muhaimin di NU Menurut beberapa kyai yang dihubungi lembaga Survey LSI Denny JA dimana hasil survey tersebut menyatakan bahwa para pemilih Islam mayoritas memilih pasangan Amin Dalam pandangan Islami para kyai dan Santri biasanya memandang dari standarisasi cerdas ilmiah yang paling umum yaitu capres yang paling Shidiq Amanah ,Fathonah dan Tabligh yaitu DR Anies Baswedan dan DR Muhaimin atsu Cak Imin Sementara profil Prabowo yang sudah diketahui umum  sudah tua baru belajar ngaji dan belum lancar jelas capres yang jauh dari Akhlak ajaran Islam dan kurang perhatian kepada agama serta jauh dari ajaran tradisi agama ditambah suasana kepemimpinan rumah tangganya kurang berhasil.Semua ini masuk dalam penelitian ke Islaman. ","Beredar sebuah pesan berantai di Whatsapp dengan isi sebagaimana tertulis pada narasi. Pesan tersebut diklaim sebagai tulisan Denny Januar Ali (Denny JA), pendiri Lembaga Survei Indonesia (LSI).

Dalam narasi pesan berantai yang beredar ada sebanyak 6 klaim yang ketika ditelusuri, ditemukan beberapa fakta sebagai berikut:

1. Klaim yang menyebut bahwa pesan berantai tersebut merupakan tulisan Denny JA tidak benar. Saat dikonfirmasi secara tertulis melalui Whatsapp pada 26/01/2024 sore, pukul 17.20 WIB, Denny JA membantah ia pernah menulis pesan berantai tersebut. “Itu hoaaaaxxx. sudah saya bantah berkali- kali. Semua tulisan asli saya ada di FB saya. Jika tak ada, itu bukan tulisan saya.” jelasnya.

2. Klaim yang menyatakan “Dukungan Muhammadiyah full se Indonesia,” tidak benar karena tidak ditemukan sumber ataupun statement resmi Pimpinan Pusat Muhammadiyah terkait dukungan terhadap salah satu paslon dalam Pemilu 2024. Isu ini sebelumnya telah dibantah oleh Sekretaris MPKSDI PWM Jawa Tengah Gus Zuhron Arrofi dan Ketua PWM Jawa Tengah Dr.KH. Tafsir, M. Ag.

3. Klaim yang menyebut bahwa “Muhammadyah mengutamakan capres halal berdasarkan masukan pertimbangan hukum Dewan Tarjih,” tidak benar. Hal ini telah dibantah oleh Wakil Ketua Majelis Tarjih dan Tajdid PP Muhammadiyah.

Sebelumnya telah beredar klaim yang menyebutkan bahwa PP Muhammadiyah arahkan warganya untuk memilih paslon 01 AMIN pada Pemilu 2024. Klaim tersebut telah ditulis artikel cek faktanya di turnbackhoax.id https://turnbackhoax.id/2023/11/29/salah-muhammadiyah-arahkan-warganya-dukung-amin-pada-pilpres-2024/

4. Hasil survei Denny JA terkait pemilih dari kalangan muslim, berdasarkan ulasan Tempo dengan judul “Survei LSI Denny JA, Pemilih Islam Cenderung Pilih Prabowo dan Non-Islam ke Ganjar,” yang dipublikasikan pada 19 Mei 2023 menyebutkan kecenderungan pemilih Islam justru memilih paslon 02, bukan 01 sebagaimana klaim pada narasi. https://www.google.com/amp/s/nasional.tempo.co/amp/1727615/survei-lsi-denny-ja-pemilih-islam-cenderung-pilih-prabowo-dan-non-islam-ke-ganjar

Sedang pada hasil survei selanjutnya, baik yang dirilis pada 5 Mei 2023, 5 Januari 2024 maupun 20 Januari 2024, tidak terdapat ulasan ataupun kesimpulan sebagaimana tertulis pada narasi.

5. Klaim yang menyebut “Ketum NU Prof Agil Shiraz jadi timses 01,” tidak benar. Sebelumnya, mantan Ketum PBNU KH Said Aqil Siradj sempat menyatakan dukungan dan keberpihakan kepada paslon 01. Ia juga sempat ditawari untuk menjadi Ketua Timses Paslon 01. Namun ketika dilakukan penelusuran, ditemukan statement Sekretaris Eksekutif SAS Institute bahwa tidak ada perbicangan tersebut antara KH Said dengannya.

Saat dilakukan penelusuran terkait daftar nama Timnas AMIN, tidak ditemukan nama KH Said Aqil Siradj dalam jajarannya.

6. Klaim yang menyebut “Menurut beberapa kyai yang dihubungi lembaga Survey LSI Denny JA,” tidak benar. Dalam survey LSI baik yang dirilis pada 5 Mei 2023, 5 Januari 2024, maupun 20 Januari 2024, tidak disebutkan adanya responden dari kalangan Kyai ataupun santri sebagaimana narasi yang beredar.","(1)    https://turnbackhoax.id/2023/11/29/salah-muhammadiyah-arahkan-warganya-dukung-amin-pada-pilpres-2024/
(2)    https://www.google.com/amp/s/nasional.tempo.co/amp/1727615/survei-lsi-denny-ja-pemilih-islam-cenderung-pilih-prabowo-dan-non-islam-ke-ganjar
(3)    https://www.lsi.or.id/search-results?q=2024",2024-01-29,"Faktanya terdapat 6 klaim yang merupakan hoaks dalam pesan berantai tersebut. Selain itu saat dikonfirmasi secara tertulis melalui Whatsapp, Denny JA membantah telah menulis pesan berantai yang beredar."
Salah,JOKOWI COPOT LIMA MENTERI DARI PDIP AKIBAT PERSELISIHAN DENGAN MEGAWATI,telan korban !! Jokowi copot 5 menteri dari PDI-P akibat perselisihan dengan ibu Megawati,"Sebuah video beredar di media sosial dari halaman facebook bernama Viral World bernarasikan Presiden Jokowi mencopot lima orang menteri dari Partai Demokrasi Perjuangan (PDI-P) akibat perselisihannya dengan Ketua Umum PDI-P Megawati.

Setelah menonton keseluruhan dari isi video, dalam video tersebut hanya berisi beberapa cuplikan dari peristiwa berbeda yang tidak ada kaitannya dengan klaim narasi yang beredar.

Narator dalam video tersebut hanya membacakan ulang artikel dari seword.com berjudul “Karena Perselisihan Dengan Megawati Maka Presiden Jokowi Akan Reshuffle Kabinet Dari PDI P” yang dimuat pada 6 November 2023.

Dalam artikel tersebut memuat opini yang membahas kemungkinan Jokowi mencopot kader PDI-P dari Kabinet Indonesia Maju setelah hubungannya dengan Ketua Umum PDI-P Megawati memanas.

Melansir dari laman presidenri.go.id, lima orang kader PDI-P masih tercatat sebagai menteri. Lima orang tersebut antara lain Yasonna Laoly (Menteri Hukum dan HAM), Tri Rismaharini (Menteri Sosial), Abdullah Azwar Anas (Menpan RB), Gusti Ayu Bintang Darmawati (Menteri Pemberdayaan Perempuan dan Perlindungan Anak), dan Pramono Anung Wibowo (Sekretaris Kabinet).

Dengan demikian, klaim narasi yang menyatakan Jokowi mencopot lima orang menteri dari PDI-P tidak terbukti dan termasuk ke dalam kategori konten yang menyesatkan.","https://www.kompas.com/cekfakta/read/2023/11/11/103000082/-hoaks-jokowi-copot-lima-menteri-dari-pdi-p-pada-9-november?page=all#page2

https://seword.com/politik/karena-perselisihan-dengan-megawati-maka-presiden-nTAD6wisRQ

https://www.presidenri.go.id/kabinet-indonesia-maju/",2023-11-15,"Hasil periksa fakta Pekik Jalu Utomo.
Informasi menyesatkan, judul dan isi video tidak sesuai. Hingga saat ini lima orang kader PDI-P masih tercatat sebagai menteri Kabinet Indonesia Maju."
Salah,"Video Najwa Shihab Berhasil Polisikan Nikita Mirzani, Kini Berakhir Dijeruji Besi”","Hari Ini !! Najwa Shihab Berhasil Polisikan Nikita Mirzani, Kini Berakhir Dijeruji Besi.","SUMBER membagikan konten yang TIDAK sesuai dengan fakta, sehingga menyebabkan kesimpulan yang SALAH. Video yang dibagikan menggunakan judul dengan umpan klik (click bait), isinya TIDAK sesuai dengan judul. FAKTA: video berisi pembacaan isi artikel dari beberapa media, menggunakan gambar pratinjau (thumbnail) hasil SUNTINGAN.

Salah satu sumber foto yang disunting dan digunakan untuk gambar pratinjau, REPUBLIKA.CO.ID: “MEDAN — Seorang bandar narkoba asal Aceh tewas ditembak petugas saat pengembangan kasus di Medan, Sumatra Utara. Dari tangannya, petugas menyita 2 kg dari total 50 kg sabu yang belum sempat diedarkan.”

Salah satu artikel yang dibacakan di video, Suara.com: “Nikita Mirzani kembali menyindir Najwa Shihab. Kali ini, ia melakukannya saat melakukan siaran langsung di TikTok pada Senin (26/9/2022).”","[1] firstdraftnews.org: “Memahami gangguan informasi” (Google Translate), https://bit.ly/3wHx0lO / https://archive.md/nb52W (arsip cadangan dengan bahasa asli, English).

[2] republika.co.id: “Bandar Sabu Asal Aceh Ditembak Mati di Medan”, https://bit.ly/3dXtAGx / https://bit.ly/3UXsvPu (arsip cadangan).

[3] suara.com: “Nikita Mirzani Kembali Senggol Najwa Shihab, Ancam Bongkar Tempat Check In”, https://bit.ly/3C43tFK / https://bit.ly/3RoB82N (arsip cadangan).",2022-10-02,"Judul umpan klik (click bait), isi TIDAK sesuai dengan judul. FAKTA: video berisi pembacaan isi artikel dari beberapa media, menggunakan gambar pratinjau (thumbnail) hasil SUNTINGAN."
